sales_id,lastSalePrice,lastSaleDate
280,520000.0,2022-10-14T00:00:00.000Z
281,55000.0,2016-11-02T00:00:00.000Z
282,0.0,2021-05-13T00:00:00.000Z
283,600000.0,2007-11-09T00:00:00.000Z
284,264000.0,2007-05-04T00:00:00.000Z
285,38000.0,2013-01-02T00:00:00.000Z
286,1200000.0,2022-09-02T00:00:00.000Z
287,625000.0,2022-06-30T00:00:00.000Z
288,0.0,2001-06-05T00:00:00.000Z
289,137000.0,2017-10-18T00:00:00.000Z
290,601.0,2012-04-19T00:00:00.000Z
291,69999.0,1995-08-03T00:00:00.000Z
292,150000.0,1995-10-26T00:00:00.000Z
293,0.0,2018-07-02T00:00:00.000Z
294,399000.0,2019-04-23T00:00:00.000Z
295,30000.0,1997-04-25T00:00:00.000Z
296,0.0,2020-07-09T00:00:00.000Z
